Maker, Genmodel, Genmodel_ID,Adv_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Engine_power,Annual_Tax,Wheelbase,Height,Width,Length,Average_mpg,Top_speed,Seat_num,Door_num,is_flagged,Vehicle_age,Usage_intensity,Usage_intensity_norm,Usage_intensity_norm_inv
Ford,Fiesta,29_13,29_13$$3852,2018,8,Blue,2014.0,Hatchback,40090.0,1.0,Manual,Petrol,6500.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,5.0,False,4.0,10022.5,0.01733,0.98267
Ford,Fiesta,29_13,29_13$$3853,2018,4,Black,2006.0,Hatchback,77000.0,1.4,Manual,Petrol,990.0,79.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,104.0,5.0,5.0,False,12.0,6416.66667,0.01109,0.98891
Ford,Fiesta,29_13,29_13$$3854,2018,8,Blue,2006.0,Hatchback,102000.0,1.4,Manual,Petrol,1145.0,79.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,104.0,5.0,5.0,False,12.0,8500.0,0.01469,0.98531
Ford,Fiesta,29_13,29_13$$3855,2018,7,Red,2008.0,Hatchback,96573.0,1.4,Manual,Petrol,2995.0,94.0, 140,0.0,1433.0,1722.0,3950.0,49.6,109.0,5.0,3.0,False,10.0,9657.3,0.01669,0.98331
Ford,Fiesta,29_13,29_13$$3856,2018,7,Blue,2005.0,Hatchback,65000.0,1.6,Automatic,Petrol,1489.0,99.0, 250,2486.0,1468.0,1683.0,3917.0,38.2,111.0,5.0,3.0,False,13.0,5000.0,0.00864,0.99136
Ford,Fiesta,29_13,29_13$$3857,2018,8,Red,2006.0,Hatchback,96000.0,1.25,Manual,Petrol,1475.0,74.0, 155,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,12.0,8000.0,0.01383,0.98617
Ford,Fiesta,29_13,29_13$$3858,2018,3,Black,2003.0,Hatchback,124587.0,1.4,Manual,Diesel,1099.0,67.0, 30,2486.0,1463.0,1683.0,3917.0,61.4,101.0,5.0,5.0,False,15.0,8305.8,0.01436,0.98564
Ford,Fiesta,29_13,29_13$$3859,2018,8,White,2016.0,Hatchback,21383.0,1.0,Automatic,Petrol,9000.0,99.0, 30,2489.0,1495.0,1978.0,3969.0,57.6,112.0,5.0,5.0,False,2.0,10691.5,0.01848,0.98152
Ford,Fiesta,29_13,29_13$$3860,2018,5,Purple,2007.0,Hatchback,94000.0,1.4,Manual,Petrol,1099.0,79.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,104.0,5.0,3.0,False,11.0,8545.45455,0.01477,0.98523
Ford,Fiesta,29_13,29_13$$3861,2018,8,Grey,2012.0,Hatchback,16103.0,1.6,Manual,Petrol,7721.0,118.0, 140,2489.0,1433.0,1722.0,3950.0,47.9,120.0,5.0,5.0,False,6.0,2683.83333,0.00464,0.99536
Ford,Fiesta,29_13,29_13$$3862,2018,8,Black,2004.0,Hatchback,140000.0,1.4,Manual,Petrol,695.0,79.0, 195,2486.0,1468.0,1683.0,3917.0,44.1,104.0,5.0,3.0,False,14.0,10000.0,0.01729,0.98271
Ford,Fiesta,29_13,29_13$$3863,2018,5,Brown,2013.0,Hatchback,110000.0,1.5,Manual,Diesel,3980.0,74.0, 0,2489.0,1495.0,1978.0,3969.0,76.3,104.0,5.0,3.0,False,5.0,22000.0,0.03803,0.96197
Ford,Fiesta,29_13,29_13$$3864,2018,7,Silver,2018.0,Hatchback,4000.0,1.0,Manual,Petrol,17500.0,123.0, 140*,2493.0,1476.0,1941.0,4040.0,58.9,121.0,5.0,5.0,True,0.0,8000.0,0.01383,0.98617
Ford,Fiesta,29_13,29_13$$3866,2018,7,Yellow,2015.0,Hatchback,21410.0,1.0,Manual,Petrol,7899.0,79.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,103.0,5.0,5.0,False,3.0,7136.66667,0.01234,0.98766
Ford,Fiesta,29_13,29_13$$3869,2018,8,Bronze,2017.0,Hatchback,3005.0,1.0,Manual,Petrol,14348.0,99.0, 140*,2493.0,1476.0,1941.0,4040.0,65.7,113.0,5.0,5.0,True,1.0,3005.0,0.00519,0.99481
Ford,Fiesta,29_13,29_13$$3870,2018,5,White,2015.0,Hatchback,15316.0,1.25,Manual,Petrol,7295.0,59.0, 120,2489.0,1495.0,1978.0,3969.0,54.3,94.0,5.0,3.0,False,3.0,5105.33333,0.00883,0.99117
Ford,Fiesta,29_13,29_13$$3871,2018,5,White,2016.0,Hatchback,37624.0,1.0,Manual,Petrol,8500.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,5.0,False,2.0,18812.0,0.03252,0.96748
Ford,Fiesta,29_13,29_13$$3872,2018,8,Blue,2012.0,Hatchback,41851.0,1.25,Manual,Petrol,5895.0,81.0, 120,2489.0,1433.0,1722.0,3950.0,49.6,104.0,5.0,5.0,False,6.0,6975.16667,0.01206,0.98794
Ford,Fiesta,29_13,29_13$$3873,2018,3,Yellow,2013.0,Hatchback,15498.0,1.25,Manual,Petrol,6999.0,81.0, 30,2489.0,1495.0,1978.0,3969.0,54.3,104.0,5.0,5.0,False,5.0,3099.6,0.00536,0.99464
Ford,Fiesta,29_13,29_13$$3874,2018,5,Silver,2008.0,Hatchback,51340.0,1.25,Manual,Petrol,2380.0,74.0, 140,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,10.0,5134.0,0.00887,0.99113
Ford,Fiesta,29_13,29_13$$3875,2018,8,Silver,2016.0,Hatchback,27707.0,1.0,Manual,Petrol,8000.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,3.0,False,2.0,13853.5,0.02395,0.97605
Ford,Fiesta,29_13,29_13$$3876,2018,8,Purple,2006.0,Hatchback,99000.0,1.4,Manual,Petrol,1795.0,79.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,104.0,5.0,3.0,False,12.0,8250.0,0.01426,0.98574
Ford,Fiesta,29_13,29_13$$3878,2018,8,Red,2007.0,Hatchback,65000.0,1.25,Manual,Petrol,1850.0,74.0, 140,2486.0,1463.0,1683.0,3917.0,47.1,101.0,5.0,5.0,False,11.0,5909.09091,0.01021,0.98979
Ford,Fiesta,29_13,29_13$$3879,2018,7,Purple,2007.0,Hatchback,33000.0,1.25,Manual,Petrol,1795.0,74.0, 140,2486.0,1463.0,1683.0,3917.0,47.1,101.0,5.0,5.0,False,11.0,3000.0,0.00519,0.99481
Ford,Fiesta,29_13,29_13$$3880,2018,5,Yellow,2015.0,Hatchback,33136.0,1.25,Manual,Petrol,7898.0,81.0, 120,2489.0,1495.0,1978.0,3969.0,54.3,104.0,5.0,5.0,False,3.0,11045.33333,0.01909,0.98091
Ford,Fiesta,29_13,29_13$$3881,2018,5,Blue,2007.0,Hatchback,110000.0,1.25,Manual,Petrol,595.0,74.0, 140,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,11.0,10000.0,0.01729,0.98271
Ford,Fiesta,29_13,29_13$$3882,2018,5,Brown,2015.0,Hatchback,19726.0,1.0,Manual,Petrol,8299.0,79.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,103.0,5.0,5.0,False,3.0,6575.33333,0.01137,0.98863
Ford,Fiesta,29_13,29_13$$3883,2018,7,Grey,2014.0,Hatchback,26900.0,1.0,Automatic,Petrol,8995.0,99.0, 30,2489.0,1495.0,1978.0,3969.0,57.6,112.0,5.0,5.0,False,4.0,6725.0,0.01162,0.98838
Ford,Fiesta,29_13,29_13$$3884,2018,6,Silver,2004.0,Hatchback,44000.0,1.25,Manual,Petrol,999.0,74.0, 0,2486.0,1463.0,1683.0,3917.0,45.6,101.0,5.0,5.0,False,14.0,3142.85714,0.00543,0.99457
Ford,Fiesta,29_13,29_13$$3885,2018,8,Black,2007.0,Hatchback,56045.0,1.25,Manual,Petrol,2350.0,74.0, 140,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,11.0,5095.0,0.00881,0.99119
Ford,Fiesta,29_13,29_13$$3886,2018,8,Silver,2012.0,Hatchback,15439.0,1.25,Manual,Petrol,6755.0,81.0, 120,2489.0,1433.0,1722.0,3950.0,49.6,104.0,5.0,5.0,False,6.0,2573.16667,0.00445,0.99555
Ford,Fiesta,29_13,29_13$$3887,2018,5,Green,2006.0,Hatchback,78500.0,1.4,Manual,Petrol,2000.0,79.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,104.0,5.0,3.0,False,12.0,6541.66667,0.01131,0.98869
Ford,Fiesta,29_13,29_13$$3888,2018,7,Red,2015.0,Hatchback,45171.0,1.5,Manual,Diesel,6998.0,74.0, 0,2489.0,1495.0,1978.0,3969.0,78.5,104.0,5.0,5.0,False,3.0,15057.0,0.02603,0.97397
Ford,Fiesta,29_13,29_13$$3889,2018,6,Green,2010.0,Hatchback,84453.0,1.25,Manual,Petrol,3000.0,81.0, 140,0.0,1433.0,1722.0,3950.0,49.6,104.0,5.0,3.0,False,8.0,10556.625,0.01825,0.98175
Ford,Fiesta,29_13,29_13$$3890,2018,7,Yellow,2015.0,Hatchback,13582.0,1.6,Automatic,Petrol,9999.0,104.0, 140,2489.0,1495.0,1978.0,3969.0,47.9,114.0,5.0,3.0,False,3.0,4527.33333,0.00783,0.99217
Ford,Fiesta,29_13,29_13$$3891,2018,8,Black,2006.0,Hatchback,100100.0,1.4,Manual,Petrol,200.0,79.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,104.0,5.0,3.0,False,12.0,8341.66667,0.01442,0.98558
Ford,Fiesta,29_13,29_13$$3892,2018,8,Silver,2003.0,Hatchback,56000.0,1.25,Manual,Petrol,799.0,74.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,101.0,5.0,5.0,False,15.0,3733.33333,0.00645,0.99355
Ford,Fiesta,29_13,29_13$$3893,2018,8,Blue,2003.0,Hatchback,109000.0,1.4,Manual,Petrol,1091.0,79.0, 195,2486.0,1463.0,1683.0,3917.0,44.1,104.0,5.0,5.0,False,15.0,7266.66667,0.01256,0.98744
Ford,Fiesta,29_13,29_13$$3894,2018,7,Blue,2005.0,Hatchback,85000.0,1.25,Manual,Petrol,1295.0,74.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,101.0,5.0,5.0,False,13.0,6538.46154,0.0113,0.9887
Ford,Fiesta,29_13,29_13$$3895,2018,8,Black,2008.0,Hatchback,109000.0,1.6,Manual,Diesel,2849.0,89.0, 20,0.0,1433.0,1722.0,3950.0,67.3,109.0,5.0,3.0,False,10.0,10900.0,0.01884,0.98116
Ford,Fiesta,29_13,29_13$$3896,2018,8,Black,2016.0,Hatchback,40438.0,1.0,Manual,Petrol,7995.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,5.0,False,2.0,20219.0,0.03495,0.96505
Ford,Fiesta,29_13,29_13$$3897,2018,7,White,2008.0,Hatchback,79212.0,1.25,Manual,Petrol,2390.0,74.0, 140,2486.0,1463.0,1683.0,3917.0,47.1,101.0,5.0,5.0,False,10.0,7921.2,0.01369,0.98631
Ford,Fiesta,29_13,29_13$$3898,2018,4,Black,2015.0,Hatchback,38358.0,1.6,Manual,Diesel,7585.0,94.0, 0,2489.0,1495.0,1978.0,3969.0,85.6,111.0,5.0,5.0,False,3.0,12786.0,0.0221,0.9779
Ford,Fiesta,29_13,29_13$$3899,2018,8,Silver,2016.0,Hatchback,14618.0,1.25,Manual,Petrol,7500.0,81.0, 120,2489.0,1495.0,1978.0,3969.0,54.3,104.0,5.0,3.0,False,2.0,7309.0,0.01263,0.98737
Ford,Fiesta,29_13,29_13$$3900,2018,6,Bronze,2018.0,Hatchback,500.0,1.0,Automatic,Petrol,14950.0,99.0, 140*,2493.0,1476.0,1941.0,4040.0,54.3,111.0,5.0,5.0,True,0.0,1000.0,0.00173,0.99827
Ford,Fiesta,29_13,29_13$$3901,2018,3,Red,2014.0,Hatchback,7162.0,1.0,Manual,Petrol,8763.0,123.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,122.0,5.0,3.0,False,4.0,1790.5,0.00309,0.99691
Ford,Fiesta,29_13,29_13$$3902,2018,4,Grey,2015.0,Hatchback,40240.0,1.6,Manual,Diesel,7485.0,94.0, 0,2489.0,1495.0,1978.0,3969.0,85.6,111.0,5.0,5.0,False,3.0,13413.33333,0.02319,0.97681
Ford,Fiesta,29_13,29_13$$3903,2018,7,Blue,2012.0,Hatchback,86444.0,1.4,Manual,Diesel,4000.0,69.0, 20,2489.0,1433.0,1722.0,3950.0,68.9,101.0,5.0,5.0,False,6.0,14407.33333,0.0249,0.9751
Ford,Fiesta,29_13,29_13$$3904,2018,8,Blue,2006.0,Hatchback,77000.0,1.25,Manual,Petrol,995.0,74.0, 155,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,12.0,6416.66667,0.01109,0.98891
Ford,Fiesta,29_13,29_13$$3905,2018,5,Purple,2008.0,Hatchback,60700.0,1.25,Manual,Petrol,2495.0,74.0, 140,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,10.0,6070.0,0.01049,0.98951
Ford,Fiesta,29_13,29_13$$3906,2018,2,Blue,2013.0,Hatchback,42675.0,1.0,Manual,Petrol,6975.0,123.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,122.0,5.0,5.0,False,5.0,8535.0,0.01475,0.98525
Ford,Fiesta,29_13,29_13$$3907,2018,8,Silver,2004.0,Hatchback,113000.0,1.25,Manual,Petrol,599.0,74.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,101.0,5.0,3.0,False,14.0,8071.42857,0.01395,0.98605
Ford,Fiesta,29_13,29_13$$3908,2018,6,Pink,2010.0,Hatchback,56744.0,1.4,Manual,Diesel,3995.0,67.0, 20,2489.0,1433.0,1722.0,3950.0,67.3,101.0,5.0,5.0,False,8.0,7093.0,0.01226,0.98774
Ford,Fiesta,29_13,29_13$$3909,2018,8,Grey,2011.0,Hatchback,91741.0,1.4,Manual,Petrol,3990.0,94.0, 140,2489.0,1433.0,1722.0,3950.0,49.6,109.0,5.0,5.0,False,7.0,13105.85714,0.02266,0.97734
Ford,Fiesta,29_13,29_13$$3910,2018,8,Yellow,2018.0,Hatchback,3422.0,1.0,Manual,Petrol,17300.0,123.0, 140*,2493.0,1476.0,1941.0,4040.0,58.9,121.0,5.0,5.0,True,0.0,6844.0,0.01183,0.98817
Ford,Fiesta,29_13,29_13$$3911,2018,8,Red,2010.0,Hatchback,83000.0,1.4,Manual,Diesel,2990.0,67.0, 20,0.0,1433.0,1722.0,3950.0,67.3,101.0,5.0,3.0,False,8.0,10375.0,0.01793,0.98207
Ford,Fiesta,29_13,29_13$$3912,2018,4,Red,2017.0,Hatchback,7324.0,1.0,Manual,Petrol,8900.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,3.0,False,1.0,7324.0,0.01266,0.98734
Ford,Fiesta,29_13,29_13$$3913,2018,8,Blue,2003.0,Hatchback,94000.0,1.4,Manual,Petrol,495.0,79.0, 195,2486.0,1463.0,1683.0,3917.0,44.1,104.0,5.0,5.0,False,15.0,6266.66667,0.01083,0.98917
Ford,Fiesta,29_13,29_13$$3914,2018,4,Silver,2002.0,Hatchback,79000.0,1.3,Manual,Petrol,950.0,67.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,98.0,5.0,3.0,False,16.0,4937.5,0.00853,0.99147
Ford,Fiesta,29_13,29_13$$3916,2018,8,Grey,2013.0,Hatchback,63215.0,1.5,Manual,Diesel,5591.0,74.0, 0,2489.0,1495.0,1978.0,3969.0,76.3,104.0,5.0,5.0,False,5.0,12643.0,0.02186,0.97814
Ford,Fiesta,29_13,29_13$$3917,2018,7,Black,2008.0,Hatchback,76000.0,1.25,Manual,Petrol,1599.0,74.0, 140,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,10.0,7600.0,0.01314,0.98686
Ford,Fiesta,29_13,29_13$$3918,2018,6,Grey,2010.0,Hatchback,81000.0,1.6,Manual,Diesel,3995.0,94.0, 20,2489.0,1433.0,1722.0,3950.0,76.3,111.0,5.0,3.0,False,8.0,10125.0,0.0175,0.9825
Ford,Fiesta,29_13,29_13$$3919,2018,1,Blue,2003.0,Hatchback,111000.0,1.3,Manual,Petrol,799.0,67.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,98.0,5.0,5.0,False,15.0,7400.0,0.01279,0.98721
Ford,Fiesta,29_13,29_13$$3920,2018,8,White,2003.0,Hatchback,108000.0,1.4,Manual,Diesel,300.0,67.0, 30,2486.0,1468.0,1683.0,3917.0,64.2,101.0,5.0,3.0,False,15.0,7200.0,0.01245,0.98755
Ford,Fiesta,29_13,29_13$$3921,2018,2,Red,2017.0,Hatchback,17711.0,1.0,Manual,Petrol,10750.0,138.0, 20,2489.0,1495.0,1978.0,3969.0,62.8,125.0,5.0,3.0,False,1.0,17711.0,0.03062,0.96938
Ford,Fiesta,29_13,29_13$$3922,2018,8,Blue,2008.0,Hatchback,70000.0,1.4,Manual,Petrol,2591.0,79.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,104.0,5.0,5.0,False,10.0,7000.0,0.0121,0.9879
Ford,Fiesta,29_13,29_13$$3923,2018,3,Grey,2012.0,Hatchback,63000.0,1.6,Manual,Diesel,4990.0,94.0, 20,2489.0,1433.0,1722.0,3950.0,76.3,111.0,5.0,3.0,False,6.0,10500.0,0.01815,0.98185
Ford,Fiesta,29_13,29_13$$3924,2018,5,Blue,2005.0,Hatchback,59000.0,1.4,Manual,Petrol,1499.0,79.0, 195,2486.0,1468.0,1683.0,3917.0,43.5,104.0,5.0,3.0,False,13.0,4538.46154,0.00785,0.99215
Ford,Fiesta,29_13,29_13$$3925,2018,8,Purple,2008.0,Hatchback,47000.0,1.25,Manual,Petrol,2490.0,74.0, 140,2486.0,1463.0,1683.0,3917.0,47.1,101.0,5.0,5.0,False,10.0,4700.0,0.00812,0.99188
Ford,Fiesta,29_13,29_13$$3927,2018,6,White,2014.0,Hatchback,39247.0,1.0,Manual,Petrol,6343.0,79.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,103.0,5.0,3.0,False,4.0,9811.75,0.01696,0.98304
Ford,Fiesta,29_13,29_13$$3928,2018,6,Yellow,2015.0,Hatchback,9320.0,1.6,Automatic,Petrol,9479.0,104.0, 140,2489.0,1495.0,1978.0,3969.0,47.9,114.0,5.0,5.0,False,3.0,3106.66667,0.00537,0.99463
Ford,Fiesta,29_13,29_13$$3929,2018,7,Blue,2012.0,Hatchback,50737.0,1.4,Manual,Petrol,5300.0,94.0, 120,2489.0,1433.0,1722.0,3950.0,49.6,104.0,5.0,5.0,False,6.0,8456.16667,0.01462,0.98538
Ford,Fiesta,29_13,29_13$$3930,2018,7,White,2008.0,Hatchback,115000.0,1.4,Manual,Diesel,1449.0,67.0, 30,2486.0,1463.0,1683.0,3917.0,64.2,102.0,5.0,5.0,False,10.0,11500.0,0.01988,0.98012
Ford,Fiesta,29_13,29_13$$3931,2018,8,Silver,2004.0,Hatchback,93000.0,1.4,Manual,Petrol,990.0,79.0, 195,2486.0,1468.0,1683.0,3917.0,44.1,104.0,5.0,3.0,False,14.0,6642.85714,0.01148,0.98852
Ford,Fiesta,29_13,29_13$$3933,2018,4,Silver,2005.0,Hatchback,117000.0,1.4,Manual,Petrol,995.0,79.0, 195,2486.0,1463.0,1683.0,3917.0,44.1,104.0,5.0,5.0,False,13.0,9000.0,0.01556,0.98444
Ford,Fiesta,29_13,29_13$$3935,2018,5,Red,2015.0,Hatchback,15244.0,1.25,Manual,Petrol,7990.0,81.0, 120,2489.0,1495.0,1978.0,3969.0,54.3,104.0,5.0,5.0,False,3.0,5081.33333,0.00878,0.99122
Ford,Fiesta,29_13,29_13$$3936,2018,5,Orange,2014.0,Hatchback,20445.0,1.6,Manual,Petrol,10499.0,180.0, 140,2489.0,1495.0,1978.0,3969.0,47.9,139.0,5.0,3.0,False,4.0,5111.25,0.00884,0.99116
Ford,Fiesta,29_13,29_13$$3938,2018,8,Black,2006.0,Hatchback,91000.0,1.25,Manual,Petrol,1175.0,74.0, 155,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,12.0,7583.33333,0.01311,0.98689
Ford,Fiesta,29_13,29_13$$3939,2018,5,Green,2002.0,Hatchback,29000.0,1.25,Manual,Petrol,1375.0,74.0, 195,2446.0,1320.0,1793.0,3828.0,40.9,104.0,5.0,3.0,False,16.0,1812.5,0.00313,0.99687
Ford,Fiesta,29_13,29_13$$3940,2018,7,Silver,2018.0,Hatchback,6398.0,1.0,Manual,Petrol,13900.0,99.0, 140*,2493.0,1476.0,1941.0,4040.0,65.7,113.0,5.0,5.0,True,0.0,12796.0,0.02212,0.97788
Ford,Fiesta,29_13,29_13$$3941,2018,7,White,2014.0,Hatchback,26763.0,1.0,Manual,Petrol,7300.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,3.0,False,4.0,6690.75,0.01157,0.98843
Ford,Fiesta,29_13,29_13$$3942,2018,7,Green,2006.0,Hatchback,110000.0,1.4,Manual,Petrol,1495.0,79.0, 155,2486.0,1468.0,1683.0,3917.0,45.6,104.0,5.0,3.0,False,12.0,9166.66667,0.01585,0.98415
Ford,Fiesta,29_13,29_13$$3943,2018,5,Orange,2003.0,Hatchback,145000.0,1.4,Manual,Petrol,999.0,79.0, 195,2486.0,1468.0,1683.0,3917.0,44.1,104.0,5.0,3.0,False,15.0,9666.66667,0.01671,0.98329
Ford,Fiesta,29_13,29_13$$3944,2018,8,Purple,2005.0,Hatchback,78000.0,1.6,Automatic,Petrol,2195.0,99.0, 250,2486.0,1468.0,1683.0,3917.0,38.2,111.0,5.0,3.0,False,13.0,6000.0,0.01037,0.98963
Ford,Fiesta,29_13,29_13$$3945,2018,7,Red,2010.0,Hatchback,72000.0,1.4,Manual,Diesel,4750.0,67.0, 20,0.0,1433.0,1722.0,3950.0,67.3,101.0,5.0,3.0,False,8.0,9000.0,0.01556,0.98444
Ford,Fiesta,29_13,29_13$$3946,2018,5,Yellow,2013.0,Hatchback,63424.0,1.0,Manual,Petrol,7250.0,123.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,122.0,5.0,3.0,False,5.0,12684.8,0.02193,0.97807
Ford,Fiesta,29_13,29_13$$3947,2018,8,Black,2018.0,Hatchback,8341.0,1.0,Manual,Petrol,13995.0,99.0, 140*,2493.0,1466.0,1941.0,4065.0,58.9,113.0,5.0,3.0,True,0.0,16682.0,0.02884,0.97116
Ford,Fiesta,29_13,29_13$$3948,2018,4,Red,2003.0,Hatchback,92000.0,1.25,Manual,Petrol,1000.0,74.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,101.0,5.0,5.0,False,15.0,6133.33333,0.0106,0.9894
Ford,Fiesta,29_13,29_13$$3949,2018,4,Blue,2017.0,Hatchback,5000.0,1.25,Manual,Petrol,10995.0,81.0, 120,2489.0,1495.0,1978.0,3969.0,54.3,104.0,5.0,3.0,False,1.0,5000.0,0.00864,0.99136
Ford,Fiesta,29_13,29_13$$3950,2018,4,Brown,2014.0,Hatchback,32330.0,1.0,Manual,Petrol,6961.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,3.0,False,4.0,8082.5,0.01397,0.98603
Ford,Fiesta,29_13,29_13$$3951,2018,5,Green,2007.0,Hatchback,67000.0,1.25,Manual,Petrol,1650.0,74.0, 140,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,11.0,6090.90909,0.01053,0.98947
Ford,Fiesta,29_13,29_13$$3952,2017,12,Bronze,2013.0,Hatchback,22834.0,1.0,Manual,Petrol,6999.0,79.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,103.0,5.0,3.0,False,4.0,5708.5,0.00987,0.99013
Ford,Fiesta,29_13,29_13$$3953,2018,8,Green,2003.0,Hatchback,77903.0,1.25,Manual,Petrol,895.0,74.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,101.0,5.0,5.0,False,15.0,5193.53333,0.00898,0.99102
Ford,Fiesta,29_13,29_13$$3954,2018,8,White,2018.0,Hatchback,9953.0,1.0,Manual,Petrol,12895.0,99.0, 140*,2493.0,1476.0,1941.0,4040.0,65.7,113.0,5.0,5.0,True,0.0,19906.0,0.03441,0.96559
Ford,Fiesta,29_13,29_13$$3955,2018,8,Orange,2015.0,Hatchback,16979.0,1.6,Manual,Petrol,11400.0,180.0, 140,2489.0,1495.0,1978.0,3969.0,47.9,139.0,5.0,3.0,False,3.0,5659.66667,0.00978,0.99022
Ford,Fiesta,29_13,29_13$$3957,2018,3,White,2014.0,Hatchback,24491.0,1.25,Manual,Petrol,7050.0,81.0, 30,2489.0,1495.0,1978.0,3969.0,54.3,104.0,5.0,5.0,False,4.0,6122.75,0.01058,0.98942
Ford,Fiesta,29_13,29_13$$3959,2018,8,Blue,2007.0,Hatchback,65094.0,1.4,Manual,Petrol,1499.0,79.0, 155,2486.0,1463.0,1683.0,3917.0,45.6,104.0,5.0,5.0,False,11.0,5917.63636,0.01023,0.98977
Ford,Fiesta,29_13,29_13$$3960,2018,8,Silver,2005.0,Hatchback,92627.0,1.6,Manual,Petrol,995.0,99.0, 195,2486.0,1463.0,1683.0,3917.0,44.1,114.0,5.0,5.0,False,13.0,7125.15385,0.01232,0.98768
Ford,Fiesta,29_13,29_13$$3961,2018,8,Blue,2004.0,Hatchback,75000.0,1.4,Manual,Petrol,850.0,79.0, 195,2486.0,1463.0,1683.0,3917.0,44.1,104.0,5.0,5.0,False,14.0,5357.14286,0.00926,0.99074
Ford,Fiesta,29_13,29_13$$3962,2018,7,Black,2006.0,Hatchback,73245.0,1.25,Manual,Petrol,1199.0,74.0, 155,2486.0,1468.0,1683.0,3917.0,47.1,101.0,5.0,3.0,False,12.0,6103.75,0.01055,0.98945
Ford,Fiesta,29_13,29_13$$3963,2018,4,Green,2002.0,Hatchback,75000.0,1.25,Manual,Petrol,900.0,74.0, 195,2446.0,1320.0,1793.0,3828.0,40.9,104.0,5.0,5.0,False,16.0,4687.5,0.0081,0.9919
Ford,Fiesta,29_13,29_13$$3964,2018,8,Black,2015.0,Hatchback,70662.0,1.6,Automatic,Petrol,6950.0,104.0, 140,2489.0,1495.0,1978.0,3969.0,47.9,114.0,5.0,5.0,False,3.0,23554.0,0.04072,0.95928
Ford,Fiesta,29_13,29_13$$3965,2018,8,Red,2010.0,Hatchback,71483.0,1.6,Manual,Petrol,5499.0,118.0, 140,2489.0,1433.0,1722.0,3950.0,47.9,120.0,5.0,5.0,False,8.0,8935.375,0.01545,0.98455
Ford,Fiesta,29_13,29_13$$3966,2018,6,Green,2011.0,Hatchback,48486.0,1.25,Manual,Petrol,5250.0,81.0, 120,2489.0,1433.0,1722.0,3950.0,49.6,104.0,5.0,5.0,False,7.0,6926.57143,0.01197,0.98803
Ford,Fiesta,29_13,29_13$$3967,2018,5,Black,2014.0,Hatchback,39520.0,1.0,Manual,Petrol,4750.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,3.0,False,4.0,9880.0,0.01708,0.98292
Ford,Fiesta,29_13,29_13$$3968,2018,5,Black,2016.0,Hatchback,41648.0,1.0,Manual,Petrol,8950.0,99.0, 0,2489.0,1495.0,1978.0,3969.0,65.7,112.0,5.0,5.0,False,2.0,20824.0,0.036,0.964
Ford,Fiesta,29_13,29_13$$3969,2018,5,Silver,2003.0,Hatchback,88064.0,1.4,Manual,Petrol,750.0,79.0, 195,2486.0,1468.0,1683.0,3917.0,44.1,104.0,5.0,3.0,False,15.0,5870.93333,0.01015,0.98985
